codigo,nombre,tipo,capitulo,grupo,subgrupo,categoria,codigo_jerarquico,sexo_aplicable,quirurgico,habilitado,actualizado_en
902075,ACTIVIDAD DE FACTOR VON WILLEBRAND PRE Y POST ESTÍMULO (ESPECÍFICO) HASTA 6 MUESTRAS,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS DE COAGULACIÓN,90.2.0.75,Z,true,true,2026-04-29 12:54:39
902076,MEDICIÓN DE ANTIAGREGACIÓN PLAQUETARIA (ESPECÍFICO),CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS DE COAGULACIÓN,90.2.0.76,Z,true,true,2026-04-29 12:54:39
902077,INHIBIDOR DE FACTOR VON WILLEBRAND,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS DE COAGULACIÓN,90.2.0.77,Z,true,true,2026-04-29 12:54:39
902078,INHIBIDOR DE FACTOR XIII,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS DE COAGULACIÓN,90.2.0.78,Z,true,true,2026-04-29 12:54:39
902079,ESTUDIO DE ANTICOAGULANTE LÚPICO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS DE COAGULACIÓN,90.2.0.79,Z,true,true,2026-04-29 12:54:39
902101,CÉLULAS L.E.,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.01,Z,true,true,2026-04-29 12:54:39
902102,CUERPOS DE HEINZ PRUEBA DIRECTA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.02,Z,true,true,2026-04-29 12:54:39
902103,CUERPOS DE HEINZ PRUEBA INDUCIDA POR FENILHIDRAZINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.03,Z,true,true,2026-04-29 12:54:39
902104,DIMERO D AUTOMATIZADO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.04,Z,true,true,2026-04-29 12:54:39
902105,DIMERO D MANUAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.05,Z,true,true,2026-04-29 12:54:39
902106,ERITROPOYETINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.06,Z,true,true,2026-04-29 12:54:39
902107,FRAGILIDAD OSMÓTICA DE ERITROCITOS,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.07,Z,true,true,2026-04-29 12:54:39
902108,GLUCOSA 6 FOSFATO DESHIDROGENASA CUALITATIVA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.08,Z,true,true,2026-04-29 12:54:39
902109,GLUCOSA 6 FOSFATO DESHIDROGENASA CUANTITATIVA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.09,Z,true,true,2026-04-29 12:54:39
902110,HEMOGLOBINA A 2,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.10,Z,true,true,2026-04-29 12:54:39
902111,HEMOGLOBINA FETAL SEMIAUTOMATIZADA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.11,Z,true,true,2026-04-29 12:54:39
902112,HEMOGLOBINA FETAL AUTOMATIZADA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.12,Z,true,true,2026-04-29 12:54:39
902113,HEMOGLOBINA PLASMÁTICA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.13,Z,true,true,2026-04-29 12:54:39
902114,HEMOGLOBINA MATERNA Y FETAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.14,Z,true,true,2026-04-29 12:54:39
902115,HEMÓLISIS ÁCIDA [PRUEBA DE HAM],CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.15,Z,true,true,2026-04-29 12:54:39
902116,HIERRO MEDULAR,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.16,Z,true,true,2026-04-29 12:54:39
902118,METAHEMOGLOBINA CUANTITATIVA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.18,Z,true,true,2026-04-29 12:54:39
902119,PRUEBA DE NEUTRALIZACIÓN PLAQUETARIA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.19,Z,true,true,2026-04-29 12:54:39
902120,PLASMINÓGENO ACTIVADOR TISULAR,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.20,Z,true,true,2026-04-29 12:54:39
902121,PRUEBA DE CICLAJE [CÉLULAS FALCIFORMES O DREPANOCITOS],CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.21,Z,true,true,2026-04-29 12:54:39
902122,SULFOHEMOGLOBINA CUANTITATIVA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.22,Z,true,true,2026-04-29 12:54:39
902123,VISCOCIDAD RELATIVA DEL SUERO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.23,Z,true,true,2026-04-29 12:54:39
902124,MICROSCOPIA ELECTRONICA PLAQUETARIA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS NO RUTINARIAS,90.2.1.24,Z,true,true,2026-04-29 12:54:39
902204,ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG] MANUAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.04,Z,true,true,2026-04-29 12:54:39
902205,ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG] AUTOMATIZADA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.05,Z,true,true,2026-04-29 12:54:39
902206,EXTENDIDO DE SANGRE PERIFÉRICA ESTUDIO DE MORFOLOGÍA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.06,Z,true,true,2026-04-29 12:54:39
902207,HEMOGRAMA I (HEMOGLOBINA HEMATOCRITO Y LEUCOGRAMA) MANUAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.07,Z,true,true,2026-04-29 12:54:39
902208,HEMOGRAMA II (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS ÍNDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS E ÍNDICES PLAQUETARIOS) SEMIAUTOMATIZADO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.08,Z,true,true,2026-04-29 12:54:39
902209,HEMOGRAMA III (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS ÍNDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS ÍNDICES PLAQUETARIOS Y MORFOLOGÍA ELECTRÓNICA) AUTOMATIZADO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.09,Z,true,true,2026-04-29 12:54:39
902210,HEMOGRAMA IV (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS ÍNDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS ÍNDICES PLAQUETARIOS Y MORFOLOGÍA ELECTRÓNICA E HISTOGRAMA) AUTOMATIZADO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.10,Z,true,true,2026-04-29 12:54:39
902211,HEMATOCRITO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.11,Z,true,true,2026-04-29 12:54:39
902213,HEMOGLOBINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.13,Z,true,true,2026-04-29 12:54:39
902214,HEMOPARÁSITOS EXTENDIDO DE GOTA GRUESA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.14,Z,true,true,2026-04-29 12:54:39
902215,HEMOPARÁSITOS EXTENDIDO DE SANGRE PERIFÉRICA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.15,Z,true,true,2026-04-29 12:54:39
902216,LEUCOGRAMA (RECUENTO TOTAL Y DIFERENCIAL),CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.16,Z,true,true,2026-04-29 12:54:39
902217,PRUEBA DE TORNIQUETE [FRAGILIDAD CAPILAR],CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.17,Z,true,true,2026-04-29 12:54:39
902218,RECUENTO DE EOSINÓFILO EN CUALQUIER MUESTRA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.18,Z,true,true,2026-04-29 12:54:39
902219,EOSINÓFILOS EN MOCO NASAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.19,Z,true,true,2026-04-29 12:54:39
902220,RECUENTO DE PLAQUETAS AUTOMATIZADO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.20,Z,true,true,2026-04-29 12:54:39
902221,RECUENTO DE PLAQUETAS MANUAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.21,Z,true,true,2026-04-29 12:54:39
902223,RECUENTO DE RETICULOCITOS METODO MANUAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.23,Z,true,true,2026-04-29 12:54:39
902224,RECUENTO DE RETICULOCITOS AUTOMATIZADO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.24,Z,true,true,2026-04-29 12:54:39
902225,TÍTULO ANTI D,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.25,Z,true,true,2026-04-29 12:54:39
902226,PRUEBA DE SUCROSA EN ERITROCITOS [TEST DE HARTMAN],CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.26,Z,true,true,2026-04-29 12:54:39
902227,HEMOGRAMA V (HEMOGLOBINA- HEMATOCRITO- RECUENTO DE ERITROCITOS- ÍNDICE ERITROCITARIO- LEUCOGRAMA- RECUENTO DE PLAQUETAS E INDICES PLAQUETARIO- MORFOLOGIA ELECTRÓNICA- RECUENTO AUTOMATIZADO DE CÉLULAS MADURAS E INMADURAS- DISPERSOGRAMAS 2D Y 3D E HISTOGRAMAS).,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,HEMATOLOGÍA,PRUEBAS HEMATOLÓGICAS RUTINARIAS,90.2.2.27,Z,true,true,2026-04-29 12:54:39
903001,ALFA 2 MACROGLOBULINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.01,Z,true,true,2026-04-29 12:54:39
903002,ALFA FETOPROTEÍNA [AFP] EN LÍQUIDO AMNIÓTICO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.02,Z,true,true,2026-04-29 12:54:39
903003,BICARBONATO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.03,Z,true,true,2026-04-29 12:54:39
903004,CÁLCULO BILIAR ANÁLISIS FÍSICO-QUÍMICO CUANTITATIVO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.04,Z,true,true,2026-04-29 12:54:39
903005,CÁLCULO RENAL ANÁLISIS FÍSICO-QUÍMICO CUANTITATIVO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.05,Z,true,true,2026-04-29 12:54:39
903006,CAROTENOS,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.06,Z,true,true,2026-04-29 12:54:39
903007,CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS (ADRENALINA [EPINEFRINA] Y NORADRENALINA [NOREPINEFRINA]) EN ORINA DE 24 H,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.07,Z,true,true,2026-04-29 12:54:39
903008,CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS (ADRENALINA [EPINEFRINA] Y NORADRENALINA [NOREPINEFRINA]) EN PLASMA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.08,Z,true,true,2026-04-29 12:54:39
903009,CATECOLAMINAS TOTALES EN ORINA DE 24 H,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.09,Z,true,true,2026-04-29 12:54:39
903010,CATECOLAMINAS TOTALES EN PLASMA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.10,Z,true,true,2026-04-29 12:54:39
903011,DEOXIPIRIDINOLINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.11,Z,true,true,2026-04-29 12:54:39
903012,DIÓXIDO DE CARBÓN,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.12,Z,true,true,2026-04-29 12:54:39
903013,ESPERMOGRAMA COMPLETO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.13,M,true,true,2026-04-29 12:54:39
903014,ESTERASA PANCREÁTICA ENZIMA ALFA NAFTIL-BUTIRATO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.14,Z,true,true,2026-04-29 12:54:39
903015,ESTERASA PANCREÁTICA ENZIMA ALFA NAFTIL-CLORACETATO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.15,Z,true,true,2026-04-29 12:54:39
903016,FERRITINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.16,Z,true,true,2026-04-29 12:54:39
903017,FOSFATASA ALCALINA ISOENZIMA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.17,Z,true,true,2026-04-29 12:54:39
903018,FOSFATASA ALCALINA TERMOESTABLE,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.18,Z,true,true,2026-04-29 12:54:39
903019,FRACCIÓN EXCRETADA DE BICARBONATO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.19,Z,true,true,2026-04-29 12:54:39
903020,HAPTOGLOBINA SEMIAUTOMATIZADA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.20,Z,true,true,2026-04-29 12:54:39
903021,HAPTOGLOBINA AUTOMATIZADA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.21,Z,true,true,2026-04-29 12:54:39
903022,HOMOCISTEÍNA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.22,Z,true,true,2026-04-29 12:54:39
903023,HIDROXIPROLINA EN ORINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.23,Z,true,true,2026-04-29 12:54:39
903024,LACTÓGENO PLACENTARIO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.24,F,true,true,2026-04-29 12:54:39
903025,METANEFRINAS TOTALES EN ORINA DE 24 HORAS,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.25,Z,true,true,2026-04-29 12:54:39
903026,MICROALBUMINURIA AUTOMATIZADA EN ORINA PARCIAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.26,Z,true,true,2026-04-29 12:54:39
903027,MICROALBUMINURIA AUTOMATIZADA EN ORINA DE 24 HORAS,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.27,Z,true,true,2026-04-29 12:54:39
903028,MICROALBUMINURIA SEMIAUTOMATIZADA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.28,Z,true,true,2026-04-29 12:54:39
903030,MIOGLOBINA CARDÍACA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.30,Z,true,true,2026-04-29 12:54:39
903031,MIOGLOBINA EN ORINA O EN SUERO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.31,Z,true,true,2026-04-29 12:54:39
903032,N-TELOPÉPTIDO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.32,Z,true,true,2026-04-29 12:54:39
903033,OSMOLARIDAD EN ORINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.33,Z,true,true,2026-04-29 12:54:39
903034,OSMOLARIDAD EN SUERO,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.34,Z,true,true,2026-04-29 12:54:39
903035,OSTEOCALCINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.35,Z,true,true,2026-04-29 12:54:39
903036,OXALATOS EN ORINA O EN SANGRE,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.36,Z,true,true,2026-04-29 12:54:39
903037,PIRIDINOLINA EN ORINA,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.37,Z,true,true,2026-04-29 12:54:39
903038,PORFIRINAS CUANTITATIVAS EN ORINA 24 HORAS,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.38,Z,true,true,2026-04-29 12:54:39
903039,PORFIRINAS TOTALES EN SANGRE,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.39,Z,true,true,2026-04-29 12:54:39
903040,PORFOBILINÓGENO CUALITATIVO EN ORINA PARCIAL,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.40,Z,true,true,2026-04-29 12:54:39
903041,PORFOBILINÓGENO CUANTITATIVO EN ORINA DE 24 HORAS,CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.41,Z,true,true,2026-04-29 12:54:39
903042,PROTEÍNA TRANSPORTADORA DE HORMONAS SEXUALES [PTHS],CUPS,CapItulo 17 LABORATORIO CLINICO,LABORATORIO CLÍNICO,QUÍMICA SANGUÍNEA Y DE OTROS FLUIDOS CORPORALES,PRUEBAS NO RUTINARIAS,90.3.0.42,Z,true,true,2026-04-29 12:54:39
